Name;WMC;DIT;NOCC;CBO;RFC;LCOM;WMC*;NOM;MPC;DAC;SIZE1;SIZE2;DSC;NOH;ANA;DAM;DCC;CAMC;MOA;MFA;NOP;CIS;NPM;Reusability;Flexibility;Understandability;Functionality;Extendibility;Effectiveness;FanIn;ClassNames
src/TicTacToe.java;12.0;0;0;1.0;84.0;66.0;4.916666507720947;12.0;72.0;2;657;53;1;0;0;1.0;1.0;0.08333333333333333;2;0.0;0;5;5;2.7708333333333335;1.0;-4.2625;1.33;-0.5;0.6000000000000001;1;TicTacTo
src/Constants.java;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;33;1;0;0;0.0;0.0;-1.0;0;0.0;0;0;0;0.25;0.0;-0.66;0.1;0.0;0.0;0;Constant
src/Verifiers.java;2.0;0;0;0.0;6.0;1.0;1.3333333730697632;2.0;4.0;0;24;2;1;0;0;-1.0;0.0;0.5;0;0.0;0;2;2;1.625;-0.25;-1.155;0.72;0.0;-0.2;0;Verifier
src/Main.java;1.0;0;0;0.0;7.0;0.0;0.5;1.0;6.0;0;21;1;1;0;0;-1.0;0.0;1.0;0;0.0;0;1;1;1.25;-0.25;-0.66;0.5599999999999999;0.0;-0.2;0;Mai
src/Voice_Messages.java;18.0;0;0;2.0;108.0;73.0;2.9191919565200806;18.0;90.0;0;584;34;3;0;0;0.7;2.0;-0.6416666666666666;0;0.0;0;9;9;5.339583333333334;-0.325;-7.57075;2.563;-1.0;0.13999999999999999;2;Voice_Messages.ReceivedVoiceMessages/Voice_Messages.RecordVoiceMessage/Voice_Message
src/String_Manipulator.java;1.0;0;0;0.0;2.0;0.0;0.5;1.0;1.0;0;8;1;1;0;0;-1.0;0.0;1.0;0;0.0;0;1;1;1.25;-0.25;-0.66;0.5599999999999999;0.0;-0.2;0;String_Manipulato
src/GUI.java;18.0;0;0;1.0;193.0;153.0;4.888888835906982;18.0;175.0;4;1263;55;1;0;0;1.0;1.0;0.05555555555555555;4;0.0;0;3;3;1.7638888888888888;2.0;-6.251666666666667;0.8866666666666667;-0.5;1.0;1;GU
src/Prompts.java;2.0;0;0;0.0;7.0;1.0;1.3333333730697632;2.0;5.0;0;20;2;1;0;0;-1.0;0.0;0.75;0;0.0;0;2;2;1.6875;-0.25;-1.0725;0.75;0.0;-0.2;0;Prompt
src/Networking.java;27.0;0;0;2.0;74.0;181.0;3.441176414489746;27.0;47.0;0;893;42;3;0;0;0.8333333333333334;2.0;-0.4950980392156863;0;0.0;0;23;23;12.376225490196079;-0.29166666666666663;-10.448382352941177;5.660588235294117;-1.0;0.16666666666666669;2;Networking.client/Networking/Networking.hos
